严重性	代码	说明	项目	文件	行	抑制状态	详细信息
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"auto_ptr": 不是 "std" 的成员	core	E:\VMPScker\core\streams.h	49		
错误	C2039	"cout": 不是 "std" 的成员	core	E:\VMPScker\core\osutils.cc	652		
错误	C2039	"EnumProcesses": 不是 "`global namespace'" 的成员	core	E:\VMPScker\core\osutils.cc	1055		
错误	C2039	"GetModuleInformation": 不是 "`global namespace'" 的成员	core	E:\VMPScker\core\osutils.cc	1108		
错误	C2039	"info": 不是 "IntelVirtualMachineProcessor::AddExceptionHandler::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	126		
错误	C2039	"info": 不是 "IntelVirtualMachineProcessor::AddExceptionHandler::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	156		
错误	C2039	"info": 不是 "IntelVirtualMachineProcessor::AddExceptionHandler::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	169		
错误	C2039	"info": 不是 "PERuntimeFunction::Parse::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	106		
错误	C2039	"info": 不是 "PERuntimeFunction::Parse::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	114		
错误	C2039	"info": 不是 "PERuntimeFunctionList::RebaseByFile::UNWIND_INFO_HELPER" 的成员	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	439		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\compiler_func.h	57		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\fixups.h	76		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\imports.h	124		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\mapping.h	112		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\mapping.h	113		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\mapping.h	243		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\relocations.h	65		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2039	"map": 不是 "std" 的成员	core	E:\VMPScker\core\files\seh.h	62		
错误	C2039	"modulus": 不是 "RSA" 的成员	core	E:\VMPScker\core\core_internal\rsa.cc	85		
错误	C2039	"name": 不是 "RSA::CreateKeyPair::<unnamed-type-providers>" 的成员	core	E:\VMPScker\core\core_internal\rsa.cc	106		
错误	C2039	"private_exp": 不是 "RSA" 的成员	core	E:\VMPScker\core\core_internal\rsa.cc	80		
错误	C2039	"public_exp": 不是 "RSA" 的成员	core	E:\VMPScker\core\core_internal\rsa.cc	75		
错误	C2923	"std::vector": "UNWIND_CODE" 不是参数 "_Ty" 的有效 模板 类型参数	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	85		
错误	C2039	"string": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.cc	35		
错误	C2039	"string": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.h	7		
错误	C2039	"type": 不是 "RSA::CreateKeyPair::<unnamed-type-providers>" 的成员	core	E:\VMPScker\core\core_internal\rsa.cc	106		
错误	C2039	"u": 不是 "_IMAGE_IMPORT_DESCRIPTOR" 的成员	core	E:\VMPScker\core\pe\PEImport.cc	250		
错误	C2039	"u": 不是 "_IMAGE_IMPORT_DESCRIPTOR" 的成员	core	E:\VMPScker\core\pe\PEImport.cc	385		
错误	C2039	"u": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	103		
错误	C2039	"u": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	199		
错误	C2039	"u": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	378		
错误	C2039	"u": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	378		
错误	C2039	"u": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	378		
错误	C2039	"u": 不是 "_IMAGE_RUNTIME_FUNCTION_ENTRY" 的成员	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	365		
错误	C2039	"u": 不是 "_IMAGE_RUNTIME_FUNCTION_ENTRY" 的成员	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	380		
错误	C2039	"u2": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	103		
错误	C2039	"u2": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	200		
错误	C2039	"u2": 不是 "_IMAGE_RESOURCE_DIRECTORY_ENTRY" 的成员	core	E:\VMPScker\core\pe\PEResource.cc	378		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.cc	22		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.cc	35		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.h	6		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\core_utils.h	7		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\rsa.h	12		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\rsa.h	17		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\rsa.h	18		
错误	C2039	"vector": 不是 "std" 的成员	core	E:\VMPScker\core\core_internal\rsa.h	19		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\core_internal\license.cc	252		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\files\memory.cc	88		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	266		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	493		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	840		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\intel\ir\IntelSDK.cc	1206		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PEArchitecture.cc	725		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PEArchitecture.cc	730		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PEArchitecture.cc	1112		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PEArchitecture.cc	1630		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PEMapFile.cc	40		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PESegment.cc	64		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PESEHandler.cc	142		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PESEHandler.cc	155		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PESEHandler.cc	230		
错误	C2589	“(”:“::”右边的非法标记	core	E:\VMPScker\core\pe\PESEHandler.cc	243		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	469		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	470		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	511		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	537		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	537		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	538		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	564		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	577		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	581		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	581		
错误	C2065	“address_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	582		
错误	C2065	“ALG_TYPE_RSA”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	114		
错误	C2065	“ALG_TYPE_RSA”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	114		
错误	C2662	“allocator_traits<allocator_traits<_Alloc>::rebind_alloc<_Ty>>::size_type std::vector<_Ty,_Alloc>::size(void) noexcept const”: 不能将“this”指针从“std::vector”转换为“const std::vector<_Ty,_Alloc> &”	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	118		
错误	C2662	“allocator_traits<allocator_traits<_Alloc>::rebind_alloc<_Ty>>::size_type std::vector<_Ty,_Alloc>::size(void) noexcept const”: 不能将“this”指针从“std::vector”转换为“const std::vector<_Ty,_Alloc> &”	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	132		
错误	C2662	“allocator_traits<allocator_traits<_Alloc>::rebind_alloc<_Ty>>::size_type std::vector<_Ty,_Alloc>::size(void) noexcept const”: 不能将“this”指针从“std::vector”转换为“const std::vector<_Ty,_Alloc> &”	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	135		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\intel\ir\IntelCommand.cc	9374		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\intel\ir\IntelOpcodeInfo.cc	52		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\intel\ir\IntelOpcodeInfo.cc	54		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\intel\ir\IntelOpcodeInfo.cc	58		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\pe\PEArchitecture.cc	273		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\pe\PEArchitecture.cc	274		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\pe\PEArchitecture.cc	771		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\core\pe\PEExport.cc	313		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	341		
错误	C3861	“assert”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	455		
错误	C2065	“auto_ptr”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2065	“auto_ptr”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2660	“Base64Decode”: 函数不接受 3 个参数	core	E:\VMPScker\core\core_internal\core_utils.cc	30		
错误	C3646	“BeginCompileTransaction”: 未知重写说明符	core	E:\VMPScker\core\core_internal\core.h	142		
错误	C2665	“BigNumber::BigNumber”: 没有重载函数可以转换所有参数类型	core	E:\VMPScker\core\core_internal\rsa.cc	124		
错误	C2665	“BigNumber::BigNumber”: 没有重载函数可以转换所有参数类型	core	E:\VMPScker\core\core_internal\rsa.cc	125		
错误	C2065	“BLOBHEADER”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	113		
错误	C2065	“BLOBHEADER”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	126		
错误	C2511	“bool IFile::OpenModule(uint32_t,HMODULE)”:“IFile”中没有找到重载的成员函数	core	E:\VMPScker\core\files\architecture.cc	1035		
错误	C2065	“cache_”: 未声明的标识符	core	E:\VMPScker\core\streams.cc	270		
错误	C2065	“cache_”: 未声明的标识符	core	E:\VMPScker\core\streams.cc	274		
错误	C2065	“CALG_RSA_KEYX”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“CONTEXT64”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	75		
错误	C2065	“CONTEXT64”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	77		
错误	C2065	“cout”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	652		
错误	C3861	“CryptAcquireContext”: 找不到标识符	core	E:\VMPScker\core\core_internal\rsa.cc	106		
错误	C3861	“CryptExportKey”: 找不到标识符	core	E:\VMPScker\core\core_internal\rsa.cc	112		
错误	C3861	“CryptGenKey”: 找不到标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“CRYPT_EXPORTABLE”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“CRYPT_VERIFYCONTEXT”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	106		
错误	C2065	“dst”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core_utils.cc	25		
错误	C2065	“dst”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core_utils.cc	29		
错误	C2065	“dst”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core_utils.cc	30		
错误	C2065	“dst”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core_utils.cc	31		
错误	C2065	“dst”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core_utils.cc	32		
错误	C2065	“DWORD”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	109		
错误	C2065	“DWORD”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	109		
错误	C3861	“EnumProcessModules”: 找不到标识符	core	E:\VMPScker\core\osutils.cc	1085		
错误	C3646	“file_crc_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	75		
错误	C3646	“file_crc_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	74		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	76		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	78		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	80		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	95		
错误	C2065	“file”: 未声明的标识符	core	E:\VMPScker\core\core_internal\core.cc	106		
错误	C3646	“fixup_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	92		
错误	C3646	“fixup_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	91		
错误	C2660	“FunctionInfo::Add”: 函数不接受 4 个参数	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	208		
错误	C2660	“FunctionInfoList::Add”: 函数不接受 6 个参数	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	108		
错误	C2660	“FunctionInfoList::Add”: 函数不接受 6 个参数	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	121		
错误	C2660	“FunctionInfoList::Add”: 函数不接受 7 个参数	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	146		
错误	C3861	“GetModuleFileNameExW”: 找不到标识符	core	E:\VMPScker\core\osutils.cc	1064		
错误	C3861	“GetModuleFileNameExW”: 找不到标识符	core	E:\VMPScker\core\osutils.cc	1089		
错误	C2065	“HCRYPTKEY”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	107		
错误	C2065	“HCRYPTPROV”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	105		
错误	C2065	“header”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	113		
错误	C2065	“header”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	114		
错误	C3646	“iat_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	100		
错误	C3646	“iat_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	99		
错误	C2352	“IFile::Close”: 调用非静态成员函数需要一个对象	core	E:\VMPScker\core\files\architecture.cc	1037		
错误	C2275	“IFile”: 应为表达式而不是类型	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2275	“IFile”: 应为表达式而不是类型	core	E:\VMPScker\core\core_internal\core.cc	73		
错误	C2065	“IMAGE_DELAY_IMPORT_DESCRIPTOR”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	124		
错误	C2065	“IMAGE_DELAY_IMPORT_DESCRIPTOR”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	214		
错误	C3861	“IMAGE_LOAD_CONFIG_DIRECTORYEX32”: 找不到标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	154		
错误	C3861	“IMAGE_LOAD_CONFIG_DIRECTORYEX32”: 找不到标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	242		
错误	C2065	“IMAGE_LOAD_CONFIG_DIRECTORYEX32”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	154		
错误	C2065	“IMAGE_LOAD_CONFIG_DIRECTORYEX32”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	242		
错误	C3861	“IMAGE_LOAD_CONFIG_DIRECTORYEX64”: 找不到标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	141		
错误	C3861	“IMAGE_LOAD_CONFIG_DIRECTORYEX64”: 找不到标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	229		
错误	C2065	“IMAGE_LOAD_CONFIG_DIRECTORYEX64”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	141		
错误	C2065	“IMAGE_LOAD_CONFIG_DIRECTORYEX64”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	229		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	124		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	125		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	125		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	127		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	130		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	131		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	132		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	133		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	134		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	135		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	136		
错误	C2065	“import_descriptor”: 未声明的标识符	core	E:\VMPScker\core\pe\PEDelayImport.cc	137		
错误	C3646	“import_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	103		
错误	C3646	“info”: 未知重写说明符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	121		
错误	C3646	“info”: 未知重写说明符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	60		
错误	C3646	“info”: 未知重写说明符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	434		
错误	C2086	“int string”: 重定义	core	E:\VMPScker\core\core_internal\core_utils.cc	35		
错误	C2665	“IntelFunction::AddCommand”: 没有重载函数可以转换所有参数类型	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	133		
错误	C2065	“key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	107		
错误	C2065	“key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	112		
错误	C2065	“len”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	109		
错误	C2065	“len”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	110		
错误	C2065	“len”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	111		
错误	C2065	“len”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	112		
