严重性	代码	说明	项目	文件	行	抑制状态	详细信息
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core_utils.cc	35		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\core_utils.h	7		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.cc	95		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.cc	95		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.h	12		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.h	17		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.h	18		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\core_internal\rsa.h	19		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\compiler_func.h	57		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\fixups.h	76		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\imports.h	124		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\mapping.h	112		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\mapping.h	113		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\mapping.h	243		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\relocations.h	65		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\files\seh.h	62		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	121		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	60		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	434		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\core\streams.h	49		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\runtime\crypto.cc	609		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\runtime\loader.h	60		
错误	C4430	缺少类型说明符 - 假定为 int。注意: C++ 不支持默认 int	core	E:\VMPScker\runtime\loader.h	61		
警告	C4819	该文件包含不能在当前代码页(936)中表示的字符。请将该文件保存为 Unicode 格式以防止数据丢失	core	E:\VMPScker\core\core_internal\license.cc	1		
错误	C2132	语法错误: 意外的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	75		
错误	C2132	语法错误: 意外的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	77		
错误	C2061	语法错误: 标识符“BLOBHEADER”	core	E:\VMPScker\core\core_internal\rsa.cc	113		
错误	C2061	语法错误: 标识符“HANDLE”	core	E:\VMPScker\core\core_internal\core.h	143		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“HMODULE”	core	E:\VMPScker\core\files\architecture.h	229		
错误	C2061	语法错误: 标识符“RSAPUBKEY”	core	E:\VMPScker\core\core_internal\rsa.cc	115		
错误	C2061	语法错误: 标识符“vector”	core	E:\VMPScker\core\core_internal\core_utils.cc	22		
错误	C2061	语法错误: 标识符“vector”	core	E:\VMPScker\core\core_internal\core_utils.h	6		
错误	C2143	语法错误: 缺少“,”(在“<”的前面)	core	E:\VMPScker\core\core_internal\rsa.h	12		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\core\core_internal\core.h	37		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\runtime\loader.h	60		
错误	C2143	语法错误: 缺少“;”(在“*”的前面)	core	E:\VMPScker\runtime\loader.h	61		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\core_internal\rsa.h	17		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\core_internal\rsa.h	18		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\core_internal\rsa.h	19		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\compiler_func.h	57		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\fixups.h	76		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\imports.h	124		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\mapping.h	112		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\mapping.h	113		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\mapping.h	243		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\relocations.h	65		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	70		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\runtime_func.h	71		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\files\seh.h	62		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
