0F6 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 6C6C654800000000-> FFFFFFCF                  | 0000000140011503: 5FFFFFFCF-> 5FFFFFFCF           |
0F7 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 140011503-> 140011507                        |                                                   |
0F8 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFCF-> 389C1267                          |                                                   |
0F9 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: 389C1267-> FFFFFF0F rflags: 202-> 286        |                                                   |
0FA | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
0FB | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: C763ED68-> C763EE58 rflags: 286-> 282         |                                                   |
0FC | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
0FD | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> 5                                       | 0000000140011507: 5700000005-> 5700000005         |
0FE | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 140011507-> 14001150B rflags: 282-> 202      |                                                   |
0FF | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: 5-> 389C11AD rflags: 202-> 213               |                                                   |
100 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C11AD-> FFFFFFF5 rflags: 213-> 286        |                                                   |
101 | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF5-> A                                 |                                                   |
102 | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: C763EE58-> C763EE62 rflags: 286-> 292         |                                                   |
103 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 292-> 287                                 |                                                   |
104 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
105 | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: A-> 50 rflags: 287-> 206                     |                                                   |
106 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C97-> 140010C27                        |                                                   | r11:"愾S"
107 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C77                        |                                                   | r11:"愾S"
108 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 50-> 15FE10                                  | 0000000140010C77: 15FE10-> 15FE10                 | r11:"愾S"
109 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC80-> 15FC78 rflags: 206-> 216            |                                                   |
10A | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC78: 20-> 15FE10                     |
10B | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE10-> 57                                  | 000000014001150B: FFFFFFE300000057-> FFFFFFE30000 |
10C | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 14001150B-> 14001150F rflags: 216-> 206      |                                                   |
10D | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: 57-> 389C11F5 rflags: 206-> 207              |                                                   |
10E | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: 389C11F5-> FFFFFF97 rflags: 207-> 282        |                                                   |
10F | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF97-> 68                                |                                                   |
110 | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: C763EE62-> C763EECA rflags: 282-> 286         |                                                   |
111 | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010FEF: 140010306-> 140010306           |
112 | 0000000140010306 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 68-> FFFFFFE3                                | 000000014001150F: 58FFFFFFE3-> 58FFFFFFE3         |
113 | 0000000140010309 | 49:83C2 04               | add r10,4                               | r10: 14001150F-> 140011513 rflags: 286-> 212      |                                                   |
114 | 000000014001030D | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFE3-> 389C1119                          |                                                   |
115 | 0000000140010310 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C1119-> FFFFFFD3 rflags: 212-> 282        |                                                   |
116 | 0000000140010313 | F7D1                     | not ecx                                 | rcx: FFFFFFD3-> 2C                                |                                                   |
117 | 0000000140010315 | 41:01C9                  | add r9d,ecx                             | r9: C763EECA-> C763EEF6 rflags: 282-> 296         |                                                   |
118 | 0000000140010318 | 49:83EF 08               | sub r15,8                               | r15: 15FC78-> 15FC70 rflags: 296-> 202            |                                                   |
119 | 000000014001031C | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC70: 0-> 2C                          |
11A | 000000014001031F | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 2C-> 58                                      | 0000000140011513: FFFFFFCF00000058-> FFFFFFCF0000 |
11B | 0000000140010322 | 49:83C2 04               | add r10,4                               | r10: 140011513-> 140011517 rflags: 202-> 206      |                                                   |
11C | 0000000140010326 | 44:29C9                  | sub ecx,r9d                             | rcx: 58-> 389C1162 rflags: 206-> 203              |                                                   |
11D | 0000000140010329 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C1162-> FFFFFF94 rflags: 203-> 282        |                                                   |
11E | 000000014001032C | F7D1                     | not ecx                                 | rcx: FFFFFF94-> 6B                                |                                                   |
11F | 000000014001032E | 41:01C9                  | add r9d,ecx                             | r9: C763EEF6-> C763EF61 rflags: 282-> 292         |                                                   |
120 | 0000000140010331 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140011007: 1400100AE-> 1400100AE           |
121 | 00000001400100AE | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C77-> 2C                               | 000000000015FC70: 2C-> 2C                         | r11:"愾S"
122 | 00000001400100B1 | 49:83C7 08               | add r15,8                               | r15: 15FC70-> 15FC78 rflags: 292-> 206            |                                                   |
123 | 00000001400100B5 | 49:8B0F                  | mov rcx,qword ptr ds:[r15]              | rcx: 6B-> 15FE10                                  | 000000000015FC78: 15FE10-> 15FE10                 |
124 | 00000001400100B8 | 49:83C7 08               | add r15,8                               | r15: 15FC78-> 15FC80 rflags: 206-> 212            |                                                   |
125 | 00000001400100BC | 4C:01D9                  | add rcx,r11                             | rcx: 15FE10-> 15FE3C rflags: 212-> 206            |                                                   | r11:"愾S"
126 | 00000001400100BF | 9C                       | pushfq                                  | rsp: 15DD10-> 15DD08 rflags: 206-> 204            | 000000000015DD08: 0-> 206                         |
127 | 00000001400100C0 | 41:5B                    | pop r11                                 | rsp: 15DD08-> 15DD10 r11: 2C-> 206 rflags: 204->  | 000000000015DD08: 206-> 206                       | r11:"愾S"
128 | 00000001400100C2 | 51                       | push rcx                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 15FE3C                      |
129 | 00000001400100C3 | 48:B9 FF0B014001000000   | mov rcx,consoleapplication1_protected - | rcx: 15FE3C-> 140010BFF                           |                                                   |
12A | 00000001400100CD | 48:83C1 28               | add rcx,28                              | rcx: 140010BFF-> 140010C27 rflags: 206-> 216      |                                                   |
12B | 00000001400100D1 | 4C:8959 78               | mov qword ptr ds:[rcx+78],r11           |                                                   | 0000000140010C9F: 206-> 206                       | r11:"愾S"
12C | 00000001400100D5 | 59                       | pop rcx                                 | rcx: 140010C27-> 15FE3C rsp: 15DD08-> 15DD10      | 000000000015DD08: 15FE3C-> 15FE3C                 |
12D | 00000001400100D6 | 49:83EF 08               | sub r15,8                               | r15: 15FC80-> 15FC78                              |                                                   |
12E | 00000001400100DA | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC78: 15FE10-> 15FE3C                 |
12F | 00000001400100DD | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE3C-> FFFFFFCF                            | 0000000140011517: FFFFFFF1FFFFFFCF-> FFFFFFF1FFFF |
130 | 00000001400100E0 | 49:83C2 04               | add r10,4                               | r10: 140011517-> 14001151B rflags: 216-> 206      |                                                   |
131 | 00000001400100E4 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFCF-> 389C106E rflags: 206-> 202        |                                                   |
132 | 00000001400100E7 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C106E-> FFFFFF0F rflags: 202-> 286        |                                                   |
133 | 00000001400100EA | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
134 | 00000001400100EC | 41:01C9                  | add r9d,ecx                             | r9: C763EF61-> C763F051 rflags: 286-> 282         |                                                   |
135 | 00000001400100EF | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
136 | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> FFFFFFF1                                | 000000014001151B: FFFFFFAFFFFFFFF1-> FFFFFFAFFFFF |
137 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 14001151B-> 14001151F rflags: 282-> 202      |                                                   |
138 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF1-> 389C0FA0 rflags: 202-> 206        |                                                   |
139 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0FA0-> FFFFFFF1 rflags: 206-> 282        |                                                   |
13A | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
13B | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: C763F051-> C763F05F rflags: 282-> 286         |                                                   |
13C | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 286-> 283                                 |                                                   |
13D | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
13E | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
13F | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 206-> 140010C27                              |                                                   | r11:"愾S"
140 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
141 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 70-> 6C6C654800000000                        | 0000000140010C97: 6C6C654800000000-> 6C6C65480000 | r11:"愾S"
142 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC78-> 15FC70                              |                                                   |
143 | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC70: 2C-> 6C6C654800000000           |
144 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 6C6C654800000000-> FFFFFFAF                  | 000000014001151F: CFFFFFFAF-> CFFFFFFAF           |
145 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 14001151F-> 140011523 rflags: 202-> 212      |                                                   |
146 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFAF-> 389C0F50 rflags: 212-> 206        |                                                   |
147 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0F50-> FFFFFF0F rflags: 206-> 286        |                                                   |
148 | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
149 | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: C763F05F-> C763F14F rflags: 286-> 282         |                                                   |
14A | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
14B | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> C                                       | 0000000140011523: 430000000C-> 430000000C         |
14C | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 140011523-> 140011527 rflags: 282-> 206      |                                                   |
14D | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: C-> 389C0EBD rflags: 206-> 217               |                                                   |
14E | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0EBD-> FFFFFFF2 rflags: 217-> 282        |                                                   |
14F | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF2-> D                                 |                                                   |
150 | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: C763F14F-> C763F15C rflags: 282-> 296         |                                                   |
151 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 296-> 283                                 |                                                   |
152 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
153 | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: D-> 68 rflags: 283-> 202                     |                                                   |
154 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C97-> 140010C27                        |                                                   | r11:"愾S"
155 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C8F                        |                                                   | r11:"愾S"
156 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 68-> 21646C72                                | 0000000140010C8F: 21646C72-> 21646C72             | r11:"愾S"
157 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC70-> 15FC68 rflags: 202-> 212            |                                                   |
158 | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC68: A-> 21646C72                    |
159 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 21646C72-> 43                                | 0000000140011527: FFFFFFF100000043-> FFFFFFF10000 |
15A | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 140011527-> 14001152B rflags: 212-> 206      |                                                   |
15B | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: 43-> 389C0EE7 rflags: 206-> 217              |                                                   |
15C | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0EE7-> FFFFFFBB rflags: 217-> 286        |                                                   |
15D | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFFBB-> 44                                |                                                   |
15E | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: C763F15C-> C763F1A0 rflags: 286-> 296         |                                                   |
15F | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010ECF: 1400103D9-> 1400103D9           |
160 | 00000001400103D9 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 44-> FFFFFFF1                                | 000000014001152B: FFFFFFC3FFFFFFF1-> FFFFFFC3FFFF |
161 | 00000001400103DC | 49:83C2 04               | add r10,4                               | r10: 14001152B-> 14001152F rflags: 296-> 202      |                                                   |
162 | 00000001400103E0 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF1-> 389C0E51                          |                                                   |
163 | 00000001400103E3 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0E51-> FFFFFFF1 rflags: 202-> 282        |                                                   |
164 | 00000001400103E6 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
165 | 00000001400103E8 | 41:01C9                  | add r9d,ecx                             | r9: C763F1A0-> C763F1AE                           |                                                   |
166 | 00000001400103EB | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C8F-> 21646C72                         | 000000000015FC68: 21646C72-> 21646C72             | r11:"愾S"
167 | 00000001400103EE | 49:83C7 08               | add r15,8                               | r15: 15FC68-> 15FC70 rflags: 282-> 212            |                                                   |
168 | 00000001400103F2 | 83F9 10                  | cmp ecx,10                              | rflags: 212-> 283                                 |                                                   |
169 | 00000001400103F5 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
16A | 000000014001040E | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
16B | 0000000140010411 | 41:53                    | push r11                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 21646C72                    | r11:"愾S"
16C | 0000000140010413 | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 21646C72-> 140010C27                         |                                                   | r11:"愾S"
16D | 000000014001041D | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
16E | 0000000140010420 | 59                       | pop rcx                                 | rcx: 70-> 21646C72 rsp: 15DD08-> 15DD10           | 000000000015DD08: 21646C72-> 21646C72             |
16F | 0000000140010421 | 49:890B                  | mov qword ptr ds:[r11],rcx              |                                                   | 0000000140010C97: 6C6C654800000000-> 21646C72     | r11:"愾S"
170 | 0000000140010424 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 21646C72-> FFFFFFC3                          | 000000014001152F: FFFFFFF2FFFFFFC3-> FFFFFFF2FFFF |
171 | 0000000140010427 | 49:83C2 04               | add r10,4                               | r10: 14001152F-> 140011533 rflags: 202-> 216      |                                                   |
172 | 000000014001042B | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFC3-> 389C0E15 rflags: 216-> 212        |                                                   |
173 | 000000014001042E | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0E15-> FFFFFFBB rflags: 212-> 286        |                                                   |
174 | 0000000140010431 | F7D1                     | not ecx                                 | rcx: FFFFFFBB-> 44                                |                                                   |
175 | 0000000140010433 | 41:01C9                  | add r9d,ecx                             | r9: C763F1AE-> C763F1F2 rflags: 286-> 292         |                                                   |
176 | 0000000140010436 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010ECF: 1400103D9-> 1400103D9           |
177 | 00000001400103D9 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 44-> FFFFFFF2                                | 0000000140011533: 52FFFFFFF2-> 52FFFFFFF2         |
178 | 00000001400103DC | 49:83C2 04               | add r10,4                               | r10: 140011533-> 140011537 rflags: 292-> 202      |                                                   |
179 | 00000001400103E0 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF2-> 389C0E00 rflags: 202-> 206        |                                                   |
17A | 00000001400103E3 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0E00-> FFFFFFF2 rflags: 206-> 282        |                                                   |
17B | 00000001400103E6 | F7D1                     | not ecx                                 | rcx: FFFFFFF2-> D                                 |                                                   |
17C | 00000001400103E8 | 41:01C9                  | add r9d,ecx                             | r9: C763F1F2-> C763F1FF rflags: 282-> 286         |                                                   |
17D | 00000001400103EB | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C97-> 6C6C654800000000                 | 000000000015FC70: 6C6C654800000000-> 6C6C65480000 | r11:"愾S"
17E | 00000001400103EE | 49:83C7 08               | add r15,8                               | r15: 15FC70-> 15FC78 rflags: 286-> 206            |                                                   |
17F | 00000001400103F2 | 83F9 10                  | cmp ecx,10                              | rflags: 206-> 283                                 |                                                   |
180 | 00000001400103F5 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
181 | 000000014001040E | C1E1 03                  | shl ecx,3                               | rcx: D-> 68 rflags: 283-> 202                     |                                                   |
182 | 0000000140010411 | 41:53                    | push r11                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 6C6C654800000000            | r11:"愾S"
183 | 0000000140010413 | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 6C6C654800000000-> 140010C27                 |                                                   | r11:"愾S"
184 | 000000014001041D | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C8F                        |                                                   | r11:"愾S"
185 | 0000000140010420 | 59                       | pop rcx                                 | rcx: 68-> 6C6C654800000000 rsp: 15DD08-> 15DD10   | 000000000015DD08: 6C6C654800000000-> 6C6C65480000 |
186 | 0000000140010421 | 49:890B                  | mov qword ptr ds:[r11],rcx              |                                                   | 0000000140010C8F: 21646C72-> 6C6C654800000000     | r11:"愾S"
187 | 0000000140010424 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 6C6C654800000000-> 52                        | 0000000140011537: FFFFFFAF00000052-> FFFFFFAF0000 |
188 | 0000000140010427 | 49:83C2 04               | add r10,4                               | r10: 140011537-> 14001153B                        |                                                   |
189 | 000000014001042B | 44:29C9                  | sub ecx,r9d                             | rcx: 52-> 389C0E53 rflags: 202-> 217              |                                                   |
18A | 000000014001042E | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0E53-> FFFFFFAC rflags: 217-> 286        |                                                   |
18B | 0000000140010431 | F7D1                     | not ecx                                 | rcx: FFFFFFAC-> 53                                |                                                   |
18C | 0000000140010433 | 41:01C9                  | add r9d,ecx                             | r9: C763F1FF-> C763F252 rflags: 286-> 292         |                                                   |
18D | 0000000140010436 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010F47: 140010AA0-> 140010AA0           |
18E | 0000000140010AA0 | 49:8B0F                  | mov rcx,qword ptr ds:[r15]              | rcx: 53-> 15FE3C                                  | 000000000015FC78: 15FE3C-> 15FE3C                 |
18F | 0000000140010AA3 | 49:83C7 08               | add r15,8                               | r15: 15FC78-> 15FC80 rflags: 292-> 212            |                                                   |
190 | 0000000140010AA7 | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C8F-> 6C6C654800000000                 | 000000000015FC80: 6C6C654800000000-> 6C6C65480000 | r11:"愾S"
191 | 0000000140010AAA | 49:83C7 08               | add r15,8                               | r15: 15FC80-> 15FC88 rflags: 212-> 206            |                                                   |
192 | 0000000140010AAE | 4C:8919                  | mov qword ptr ds:[rcx],r11              |                                                   | 000000000015FE3C: 5443C000000000-> 6C6C6548000000 | r11:"愾S"
193 | 0000000140010AB1 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE3C-> FFFFFFAF                            | 000000014001153B: FFFFFFF5FFFFFFAF-> FFFFFFF5FFFF |
194 | 0000000140010AB4 | 49:83C2 04               | add r10,4                               | r10: 14001153B-> 14001153F                        |                                                   |
195 | 0000000140010AB8 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFAF-> 389C0D5D rflags: 206-> 202        |                                                   |
196 | 0000000140010ABB | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0D5D-> FFFFFF0F rflags: 202-> 286        |                                                   |
197 | 0000000140010ABE | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
198 | 0000000140010AC0 | 41:01C9                  | add r9d,ecx                             | r9: C763F252-> C763F342                           |                                                   |
199 | 0000000140010AC3 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
19A | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> FFFFFFF5                                | 000000014001153F: FFFFFFAFFFFFFFF5-> FFFFFFAFFFFF |
19B | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 14001153F-> 140011543 rflags: 286-> 212      |                                                   |
19C | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF5-> 389C0CB3 rflags: 212-> 202        |                                                   |
19D | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0CB3-> FFFFFFF1 rflags: 202-> 282        |                                                   |
19E | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
19F | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: C763F342-> C763F350 rflags: 282-> 296         |                                                   |
1A0 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 296-> 283                                 |                                                   |
1A1 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
1A2 | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
1A3 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 6C6C654800000000-> 140010C27                 |                                                   | r11:"愾S"
1A4 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
1A5 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 70-> 21646C72                                | 0000000140010C97: 21646C72-> 21646C72             | r11:"愾S"
1A6 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC88-> 15FC80                              |                                                   |
1A7 | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC80: 6C6C654800000000-> 21646C72     |
1A8 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 21646C72-> FFFFFFAF                          | 0000000140011543: FFFFFFF5FFFFFFAF-> FFFFFFF5FFFF |
1A9 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 140011543-> 140011547 rflags: 202-> 206      |                                                   |
1AA | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFAF-> 389C0C5F                          |                                                   |
1AB | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0C5F-> FFFFFF0F rflags: 206-> 286        |                                                   |
1AC | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
1AD | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: C763F350-> C763F440 rflags: 286-> 282         |                                                   |
1AE | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
1AF | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> FFFFFFF5                                | 0000000140011547: 27FFFFFFF5-> 27FFFFFFF5         |
1B0 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 140011547-> 14001154B rflags: 282-> 206      |                                                   |
1B1 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF5-> 389C0BB5 rflags: 206-> 202        |                                                   |
1B2 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: 389C0BB5-> FFFFFFF5 rflags: 202-> 286        |                                                   |
1B3 | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF5-> A                                 |                                                   |
1B4 | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: C763F440-> C763F44A rflags: 286-> 282         |                                                   |
1B5 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 282-> 287                                 |                                                   |
1B6 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
1B7 | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: A-> 50 rflags: 287-> 206                     |                                                   |
1B8 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C97-> 140010C27                        |                                                   | r11:"愾S"
1B9 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C77                        |                                                   | r11:"愾S"
1BA | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 50-> 15FE10                                  | 0000000140010C77: 15FE10-> 15FE10                 | r11:"愾S"
1BB | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC80-> 15FC78 rflags: 206-> 216            |                                                   |
1BC | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC78: 15FE3C-> 15FE10                 |
1BD | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE10-> 27                                  | 000000014001154B: 2300000027-> 2300000027         |
